Time(10ms),Amplitude(mV)
9113,-0.018615723
9114,-0.016174316
9115,-0.018768311
9116,-0.016784668
9117,-0.013580322
9118,-0.00869751
9119,-0.003814697
9120,-0.001220703
9121,-0.001220703
9122,0.000610352
9123,0.005645752
9124,0.008239746
9125,0.008544922
9126,0.008087158
9127,0.00579834
9128,0.005645752
9129,0.005950928
9130,0.005645752
9131,0.009002686
9132,0.010681152
9133,0.011138916
9134,0.013122559
9135,0.010681152
9136,0.010528564
9137,0.020751953
9138,0.042419434
9139,0.061798096
9140,0.054626465
9141,0.06439209
9142,0.02822876
9143,-0.00579834
9144,-0.011749268
9145,-0.001525879
9146,-0.004119873
9147,-0.011444092
9148,-0.01373291
9149,-0.011444092
9150,-0.009002686
9151,-0.006256104
9152,-0.001525879
9153,0.000915527
9154,-0.001373291
9155,-0.045166016
9156,-0.052642822
9157,0.084838867
9158,0.56137085
9159,1.074371338
9160,0.442199707
9161,-0.199127197
9162,-0.443878174
9163,-0.362854004
9164,-0.194244385
9165,-0.106048584
9166,-0.0730896
9167,-0.055084229
9168,-0.043640137
9169,-0.034179688
9170,-0.023345947
9171,-0.015563965
9172,-0.006103516
9173,0.006713867
9174,0.018005371
9175,0.026550293
9176,0.035705566
9177,0.044403076
9178,0.05645752
9179,0.073852539
9180,0.094146729
9181,0.116119385
9182,0.140533447
9183,0.163879395
9184,0.176391602
9185,0.179138184
9186,0.169372559
9187,0.135040283
9188,0.065460205
9189,-0.019989014
9190,-0.104370117
9191,-0.168304443
9192,-0.205230713
9193,-0.223693848
9194,-0.224151611
9195,-0.216064453
9196,-0.201721191
9197,-0.182342529
9198,-0.164794922
9199,-0.144805908
9200,-0.126495361
9201,-0.108032227
9202,-0.094909668
9203,-0.082244873
9204,-0.067901611
9205,-0.058135986
9206,-0.047912598
9207,-0.043334961
9208,-0.036010742
9209,-0.030975342
9210,-0.028381348
9211,-0.025939941
9212,-0.023498535
9213,-0.021514893
9214,-0.021362305
9215,-0.018615723
9216,-0.018005371
9217,-0.018615723
9218,-0.018615723
9219,-0.015411377
9220,-0.011291504
9221,-0.013885498
9222,-0.009002686
9223,-0.006561279
9224,-0.003814697
9225,-0.003967285
9226,0.000762939
9227,0.000610352
9228,0.000762939
9229,0.004272461
9230,0.005950928
9231,0.005645752
9232,0.010528564
9233,0.013122559
9234,0.012817383
9235,0.013275146
9236,0.013122559
9237,0.013275146
9238,0.012969971
9239,0.013275146
9240,0.013275146
9241,0.013122559
9242,0.015563965
9243,0.015716553
9244,0.018005371
9245,0.025634766
9246,0.046844482
9247,0.064086914
9248,0.054473877
9249,0.064086914
9250,0.024719238
9251,-0.00869751
9252,-0.018615723
9253,-0.009307861
9254,-0.012054443
9255,-0.021209717
9256,-0.025787354
9257,-0.023651123
9258,-0.021209717
9259,-0.016937256
9260,-0.01159668
9261,-0.009155273
9262,-0.006561279
9263,-0.043182373
9264,-0.072479248
9265,0.039215088
9266,0.459136963
9267,1.092834473
9268,0.548248291
9269,-0.155944824
9270,-0.446929932
9271,-0.374298096
9272,-0.205688477
9273,-0.116271973
9274,-0.082397461
9275,-0.063476563
9276,-0.049743652
9277,-0.038146973
9278,-0.025177002
9279,-0.014190674
9280,-0.006713867
9281,0.001068115
9282,0.015411377
9283,0.024871826
9284,0.035095215
9285,0.045471191
9286,0.056762695
9287,0.069122314
9288,0.088348389
9289,0.111694336
9290,0.134735107
9291,0.154724121
9292,0.169372559
9293,0.175170898
9294,0.171661377
9295,0.141906738
9296,0.083465576
9297,-0.002593994
9298,-0.086212158
9299,-0.155792236
9300,-0.200653076
9301,-0.220184326
9302,-0.224609375
9303,-0.216674805
9304,-0.203704834
9305,-0.185089111
9306,-0.166778564
9307,-0.146179199
9308,-0.128936768
9309,-0.111846924
9310,-0.094604492
9311,-0.079650879
9312,-0.067596436
9313,-0.057983398
9314,-0.05279541
9315,-0.043487549
9316,-0.038299561
9317,-0.033416748
9318,-0.029907227
9319,-0.026245117
9320,-0.023498535
9321,-0.021057129
9322,-0.019073486
9323,-0.018615723
9324,-0.018463135
9325,-0.018463135
9326,-0.01159668
9327,-0.009002686
9328,-0.009155273
9329,-0.003967285
9330,-0.003967285
9331,-0.003967285
9332,-0.001678467
9333,0.000762939
9334,0.003509521
9335,0.005645752
9336,0.008239746
9337,0.00793457
9338,0.005950928
9339,0.008087158
9340,0.008392334
9341,0.010681152
9342,0.013122559
9343,0.012969971
9344,0.015258789
9345,0.013427734
9346,0.010681152
9347,0.010681152
9348,0.010375977
9349,0.010681152
9350,0.012969971
9351,0.012969971
9352,0.020294189
9353,0.039825439
9354,0.06652832
9355,0.059356689
9356,0.063476563
9357,0.058898926
9358,0.015106201
9359,-0.009002686
9360,-0.009002686
9361,-0.006408691
9362,-0.016174316
9363,-0.023498535
9364,-0.021209717
9365,-0.01663208
9366,-0.013885498
9367,-0.011291504
9368,-0.006256104
9369,-0.003967285
9370,-0.018615723
9371,-0.078582764
9372,-0.050354004
9373,0.209960938
9374,0.90713501
9375,0.898895264
9376,0.125274658
9377,-0.376739502
9378,-0.430908203
9379,-0.279846191
9380,-0.146484375
9381,-0.093841553
9382,-0.067901611
9383,-0.05065918
9384,-0.040588379
9385,-0.030975342
9386,-0.021362305
9387,-0.010070801
9388,0.000762939
9389,0.01159668
9390,0.023040771
9391,0.030212402
9392,0.039520264
9393,0.047149658
9394,0.061187744
9395,0.078735352
9396,0.095214844
9397,0.117645264
9398,0.140686035
9399,0.160675049
9400,0.169219971
9401,0.171661377
9402,0.157318115
9403,0.114898682
9404,0.041503906
9405,-0.043792725
9406,-0.121917725
9407,-0.17868042
9408,-0.210571289
9409,-0.219268799
9410,-0.216674805
9411,-0.203399658
9412,-0.186462402
9413,-0.167999268
9414,-0.14831543
9415,-0.131225586
9416,-0.1121521
9417,-0.099487305
9418,-0.084991455
9419,-0.075073242
9420,-0.063018799
9421,-0.052490234
9422,-0.045776367
9423,-0.04196167
9424,-0.036315918
9425,-0.028381348
9426,-0.026092529
9427,-0.023651123
9428,-0.019989014
9429,-0.021362305
9430,-0.021209717
9431,-0.018615723
9432,-0.018768311
9433,-0.016326904
9434,-0.011291504
9435,-0.011291504
9436,-0.011444092
9437,-0.006561279
9438,-0.004272461
9439,-0.001678467
9440,0.000915527
9441,0.003204346
9442,0.003051758
9443,0.00579834
9444,0.008239746
9445,0.008087158
9446,0.00579834
9447,0.00579834
9448,0.008392334
9449,0.011138916
9450,0.00579834
9451,0.00793457
9452,0.013122559
9453,0.010681152
9454,0.008087158
9455,0.01083374
9456,0.011138916
9457,0.013122559
9458,0.012817383
9459,0.013122559
9460,0.012969971
9461,0.012969971
9462,0.015716553
9463,0.012969971
9464,0.010681152
9465,0.013122559
9466,0.018005371
9467,0.031280518
9468,0.051727295
9469,0.042419434
9470,0.053405762
9471,0.039215088
9472,-0.002746582
9473,-0.018920898
9474,-0.009002686
9475,-0.006561279
9476,-0.016326904
9477,-0.018768311
9478,-0.021057129
9479,-0.019836426
9480,-0.011291504
9481,-0.008850098
9482,-0.003967285
9483,-0.003967285
9484,-0.033111572
9485,-0.075073242
9486,-0.009307861
9487,0.343475342
9488,1.035308838
9489,0.670318604
9490,0.271911621
9491,-0.389251709
9492,-0.419921875
9493,-0.276184082
9494,-0.146331787
9495,-0.095977783
9496,-0.071105957
9497,-0.053100586
9498,-0.046081543
9499,-0.038452148
9500,-0.026397705
9501,-0.013427734
9502,-0.004119873
9503,-0.001678467
9504,0.005645752
9505,0.012969971
9506,0.020294189
9507,0.031433105
9508,0.045776367
9509,0.058135986
9510,0.077667236
9511,0.097961426
9512,0.117797852
9513,0.132598877
9514,0.146026611
9515,0.149536133
9516,0.137634277
9517,0.096282959
9518,0.03036499
9519,-0.045623779
9520,-0.107574463
9521,-0.152587891
9522,-0.175476074
9523,-0.182800293
9524,-0.182800293
9525,-0.170440674
9526,-0.154418945
9527,-0.141143799
9528,-0.128936768
9529,-0.110473633
9530,-0.094604492
9531,-0.082244873
9532,-0.072479248
9533,-0.067443848
9534,-0.060119629
9535,-0.052947998
9536,-0.050354004
9537,-0.043334961
9538,-0.03692627
9539,-0.030975342
9540,-0.023803711
9541,-0.018615723
9542,-0.021057129
9543,-0.018615723
9544,-0.016479492
9545,-0.016326904
9546,-0.012969971
9547,-0.01373291
9548,-0.011291504
9549,-0.009155273
9550,-0.003967285
9551,-0.001678467
9552,0.001068115
9553,-0.001678467
9554,0.000762939
9555,0.005493164
9556,0.008087158
9557,0.005950928
9558,0.00579834
9559,0.006103516
9560,0.003356934
9561,0.005493164
9562,0.008392334
9563,0.00793457
9564,0.005493164
9565,0.008087158
9566,0.010528564
9567,0.020294189
9568,0.033721924
9569,0.054168701
9570,0.044555664
9571,0.057983398
9572,0.038604736
9573,0.000915527
9574,-0.021362305
9575,-0.006561279
9576,-0.000915527
9577,-0.01159668
9578,-0.016174316
9579,-0.016326904
9580,-0.011291504
9581,-0.008850098
9582,-0.003967285
9583,-0.002746582
9584,-0.001678467
9585,-0.030975342
9586,-0.07019043
9587,0.015411377
9588,0.36529541
9589,1.012268066
9590,0.65612793
9591,0.051574707
9592,-0.352172852
9593,-0.41595459
9594,-0.281829834
9595,-0.15335083
9596,-0.098571777
9597,-0.075073242
9598,-0.054016113
9599,-0.040588379
9600,-0.030670166
9601,-0.026092529
9602,-0.015106201
9603,-0.003662109
9604,0.004730225
9605,0.008392334
9606,0.015716553
9607,0.030059814
9608,0.037536621
9609,0.047149658
9610,0.058898926
9611,0.077819824
9612,0.093078613
9613,0.112915039
9614,0.126495361
9615,0.139923096
9616,0.140075684
9617,0.126342773
9618,0.088500977
9619,0.019378662
9620,-0.046539307
9621,-0.10269165
9622,-0.149536133
9623,-0.170135498
9624,-0.173034668
9625,-0.17288208
9626,-0.162963867
9627,-0.148468018
9628,-0.133666992
9629,-0.111846924
9630,-0.098114014
9631,-0.084838867
9632,-0.07598877
9633,-0.067443848
9634,-0.060424805
9635,-0.050201416
9636,-0.048217773
9637,-0.038299561
9638,-0.034484863
9639,-0.033416748
9640,-0.030822754
9641,-0.026245117
9642,-0.023651123
9643,-0.018615723
9644,-0.018920898
9645,-0.016174316
9646,-0.016174316
9647,-0.010986328
9648,-0.009155273
9649,-0.009002686
9650,-0.006408691
9651,-0.003814697
9652,-0.003967285
9653,0.000762939
9654,0.001220703
9655,0.000762939
9656,0.003356934
9657,0.00579834
9658,0.005645752
9659,0.00579834
9660,0.008544922
9661,0.008087158
9662,0.010528564
9663,0.008544922
9664,0.015716553
9665,0.027618408
9666,0.048828125
9667,0.054473877
9668,0.046234131
9669,0.054626465
9670,0.016479492
9671,-0.01159668
9672,-0.012359619
9673,-0.001678467
9674,-0.004119873
9675,-0.011444092
9676,-0.014038086
9677,-0.01159668
9678,-0.007629395
9679,-0.001373291
9680,-0.001525879
9681,0.000915527
9682,-0.00793457
9683,-0.060272217
9684,-0.018157959
9685,0.191345215
9686,0.806732178
9687,0.874023438
9688,0.242614746
9689,-0.250091553
9690,-0.424346924
9691,-0.32989502
9692,-0.183258057
9693,-0.112762451
9694,-0.078582764
9695,-0.056152344
9696,-0.045471191
9697,-0.037994385
9698,-0.023803711
9699,-0.014953613
9700,-0.009002686
9701,-0.001525879
9702,0.010681152
9703,0.012359619
9704,0.020294189
9705,0.031890869
9706,0.04699707
9707,0.063171387
9708,0.077819824
9709,0.095214844
9710,0.112304688
9711,0.130310059
9712,0.142211914
9713,0.142364502
9714,0.138244629
9715,0.106658936
9716,0.0440979
9717,-0.029144287
9718,-0.093841553
9719,-0.140228271
9720,-0.170288086
9721,-0.175323486
9722,-0.175323486
9723,-0.166320801
9724,-0.156097412
9725,-0.13961792
9726,-0.12512207
9727,-0.106506348
9728,-0.089874268
9729,-0.077514648
9730,-0.07019043
9731,-0.059814453
9732,-0.050506592
9733,-0.046844482
9734,-0.0390625
9735,-0.033569336
9736,-0.030975342
9737,-0.026092529
9738,-0.023498535
9739,-0.023498535
9740,-0.023498535
9741,-0.023345947
9742,-0.023803711
9743,-0.023803711
9744,-0.018615723
9745,-0.011291504
9746,-0.008850098
9747,-0.004272461
9748,-0.006408691
9749,-0.003814697
9750,-0.001678467
9751,0.003356934
9752,0.005645752
9753,0.00793457
9754,0.008087158
9755,0.00793457
9756,0.01083374
9757,0.010681152
9758,0.013275146
9759,0.012817383
9760,0.013122559
9761,0.010528564
9762,0.015411377
9763,0.025482178
9764,0.049285889
9765,0.056915283
9766,0.058288574
9767,0.05279541
9768,0.017089844
9769,-0.016479492
9770,-0.023803711
9771,-0.006866455
9772,-0.012969971
9773,-0.023803711
9774,-0.026092529
9775,-0.023498535
9776,-0.013580322
9777,-0.011444092
9778,-0.006561279
9779,-0.006561279
9780,-0.009002686
9781,-0.059509277
9782,-0.05355835
9783,0.122528076
9784,0.674438477
9785,1.010437012
9786,0.325622559
9787,-0.247344971
9788,-0.441741943
9789,-0.34362793
9790,-0.184326172
9791,-0.107727051
9792,-0.073547363
9793,-0.055389404
9794,-0.043182373
9795,-0.030822754
9796,-0.021209717
9797,-0.011444092
9798,-0.002441406
9799,0.009765625
9800,0.017700195
9801,0.026550293
9802,0.036773682
9803,0.047302246
9804,0.059356689
9805,0.0730896
9806,0.091400146
9807,0.113067627
9808,0.13671875
9809,0.154418945
9810,0.166015625
9811,0.172119141
9812,0.162200928
9813,0.121154785
9814,0.050964355
9815,-0.032348633
9816,-0.10848999
9817,-0.165100098
9818,-0.200042725
9819,-0.21484375
9820,-0.214538574
9821,-0.203094482
9822,-0.187072754
9823,-0.167999268
9824,-0.150909424
9825,-0.133666992
9826,-0.114440918
9827,-0.097045898
9828,-0.084686279
9829,-0.072479248
9830,-0.062713623
9831,-0.053100586
9832,-0.045623779
9833,-0.036315918
9834,-0.03112793
9835,-0.028533936
9836,-0.026092529
9837,-0.023651123
9838,-0.023345947
9839,-0.021362305
9840,-0.02166748
9841,-0.021362305
9842,-0.021057129
9843,-0.018920898
9844,-0.014038086
9845,-0.013885498
9846,-0.011444092
9847,-0.011138916
9848,-0.006408691
9849,-0.006866455
9850,-0.001525879
9851,-0.001678467
9852,0.000915527
9853,0.000305176
9854,0.003509521
9855,0.005645752
9856,0.008087158
9857,0.008392334
9858,0.010528564
9859,0.010375977
9860,0.010528564
9861,0.010223389
9862,0.010681152
9863,0.012969971
9864,0.010681152
9865,0.008239746
9866,0.010223389
9867,0.012969971
9868,0.015563965
9869,0.013885498
9870,0.012969971
9871,0.013122559
9872,0.012969971
9873,0.022735596
9874,0.043945313
9875,0.06439209
9876,0.049438477
9877,0.056915283
9878,0.025787354
9879,-0.01159668
9880,-0.021057129
9881,-0.009155273
9882,-0.010528564
9883,-0.020599365
9884,-0.023498535
9885,-0.021209717
9886,-0.016784668
9887,-0.011444092
9888,-0.009155273
9889,-0.006408691
9890,-0.003967285
9891,-0.025634766
9892,-0.065002441
9893,0.023040771
9894,0.377807617
9895,1.061553955
9896,0.652618408
9897,-0.073242188
9898,-0.43258667
9899,-0.399627686
9900,-0.233917236
9901,-0.12512207
9902,-0.084686279
9903,-0.062866211
9904,-0.050201416
9905,-0.036315918
9906,-0.026092529
9907,-0.01449585
9908,-0.006713867
9909,0.003204346
9910,0.012664795
9911,0.021820068
9912,0.034179688
9913,0.044555664
9914,0.054168701
9915,0.069274902
9916,0.087585449
9917,0.109710693
9918,0.136413574
9919,0.159606934
9920,0.174255371
9921,0.183868408
9922,0.179290771
9923,0.155487061
9924,0.094909668
9925,0.014190674
9926,-0.074005127
9927,-0.145568848
9928,-0.197601318
9929,-0.224304199
9930,-0.233764648
9931,-0.228729248
9932,-0.214996338
9933,-0.195617676
9934,-0.177764893
9935,-0.15838623
9936,-0.138092041
9937,-0.119476318
9938,-0.104675293
9939,-0.089569092
9940,-0.075531006
9941,-0.065460205
9942,-0.055084229
9943,-0.048980713
9944,-0.043182373
9945,-0.036010742
9946,-0.030822754
9947,-0.026397705
9948,-0.026092529
9949,-0.023956299
9950,-0.025787354
9951,-0.023651123
9952,-0.021209717
9953,-0.019073486
9954,-0.016021729
9955,-0.012054443
9956,-0.01159668
9957,-0.009460449
9958,-0.009002686
9959,-0.003967285
9960,-0.006408691
9961,-0.003814697
9962,-0.001983643
9963,0.000915527
9964,0.003814697
9965,0.00579834
9966,0.003051758
9967,0.005493164
9968,0.007476807
9969,0.008239746
9970,0.008392334
9971,0.008239746
9972,0.010681152
9973,0.012817383
9974,0.013275146
9975,0.015411377
9976,0.015411377
9977,0.015563965
9978,0.015411377
9979,0.015106201
9980,0.012969971
9981,0.013275146
9982,0.015411377
9983,0.015563965
9984,0.012817383
9985,0.015563965
9986,0.01953125
9987,0.033111572
9988,0.06149292
9989,0.054016113
9990,0.058898926
9991,0.045013428
9992,0.001220703
9993,-0.016326904
9994,-0.009155273
9995,-0.008239746
9996,-0.018920898
9997,-0.023498535
9998,-0.025939941
9999,-0.023803711
10000,-0.019226074
10001,-0.016784668
10002,-0.014038086
10003,-0.009307861
10004,-0.015716553
10005,-0.074615479
10006,-0.053710938
10007,0.179901123
10008,0.847015381
10009,0.960388184
10010,0.177764893
10011,-0.362854004
10012,-0.442810059
10013,-0.296478271
10014,-0.152130127
10015,-0.102539063
10016,-0.077209473
10017,-0.05859375
10018,-0.045928955
10019,-0.035400391
10020,-0.02166748
10021,-0.009613037
10022,0.000915527
10023,0.01083374
10024,0.020446777
10025,0.03036499
10026,0.037994385
10027,0.048675537
10028,0.059356689
10029,0.075531006
10030,0.096130371
10031,0.119628906
10032,0.141448975
10033,0.164031982
10034,0.179138184
10035,0.183868408
10036,0.17364502
10037,0.131072998
10038,0.059814453
10039,-0.027770996
10040,-0.108337402
10041,-0.167388916
10042,-0.206451416
10043,-0.221557617
10044,-0.224304199
10045,-0.214538574
10046,-0.195617676
10047,-0.179748535
10048,-0.162963867
10049,-0.145874023
10050,-0.126037598
10051,-0.10635376
10052,-0.089263916
10053,-0.075836182
10054,-0.065460205
10055,-0.052947998
10056,-0.048522949
10057,-0.043182373
10058,-0.037689209
10059,-0.03112793
10060,-0.026397705
10061,-0.023956299
10062,-0.018463135
10063,-0.018920898
10064,-0.016479492
10065,-0.013580322
10066,-0.013885498
10067,-0.01373291
10068,-0.009002686
10069,-0.00869751
10070,-0.006408691
10071,-0.004272461
10072,-0.001220703
10073,0.003204346
10074,0.003051758
10075,0.005645752
10076,0.00579834
10077,0.005493164
10078,0.008087158
10079,0.013122559
10080,0.012969971
10081,0.015716553
10082,0.015563965
10083,0.012817383
10084,0.015563965
10085,0.015106201
10086,0.013122559
10087,0.010986328
10088,0.01083374
10089,0.010681152
10090,0.010681152
10091,0.01083374
10092,0.010681152
10093,0.013122559
10094,0.011444092
10095,0.010528564
10096,0.008087158
10097,0.010528564
10098,0.010528564
10099,0.012512207
10100,0.020294189
10101,0.031890869
10102,0.063476563
10103,0.057525635
10104,0.059509277
10105,0.056610107
10106,0.010223389
10107,-0.01373291
10108,-0.01159668
10109,-0.008392334
10110,-0.020446777
10111,-0.028686523
10112,-0.026702881
10113,-0.023345947
10114,-0.01663208
10115,-0.013885498
10116,-0.011138916
10117,-0.009002686
10118,-0.029907227
10119,-0.087280273
10120,-0.031738281
10121,0.315246582
10122,1.054229736
10123,0.753479004
10124,-0.006866455
10125,-0.420684814
10126,-0.41519165
10127,-0.256958008
10128,-0.139923096
10129,-0.098114014
10130,-0.07522583
10131,-0.055389404
10132,-0.04196167
10133,-0.03326416
10134,-0.023803711
10135,-0.012817383
10136,-0.003814697
10137,0.005645752
10138,0.01663208
10139,0.029754639
10140,0.039672852
10141,0.049285889
10142,0.061645508
10143,0.08102417
10144,0.098419189
10145,0.12008667
10146,0.141143799
10147,0.159301758
10148,0.176544189
10149,0.181121826
10150,0.163574219
10151,0.119476318
10152,0.040435791
10153,-0.04776001
10154,-0.127410889
10155,-0.181121826
10156,-0.208892822
10157,-0.219268799
10158,-0.219268799
10159,-0.204772949
10160,-0.188751221
10161,-0.176544189
10162,-0.158081055
10163,-0.139007568
10164,-0.124359131
10165,-0.108032227
10166,-0.092315674
10167,-0.082092285
10168,-0.072937012
10169,-0.065307617
10170,-0.05569458
10171,-0.050506592
10172,-0.045471191
10173,-0.038452148
10174,-0.036010742
10175,-0.030822754
10176,-0.025787354
10177,-0.023498535
10178,-0.023651123
10179,-0.018920898
10180,-0.018920898
10181,-0.016174316
10182,-0.013885498
10183,-0.011291504
10184,-0.011444092
10185,-0.009002686
10186,-0.004119873
10187,-0.001678467
10188,-0.001373291
10189,-0.001678467
10190,-0.001373291
10191,0.000762939
10192,0.005645752
10193,0.008239746
10194,0.008087158
10195,0.01083374
10196,0.012969971
10197,0.01159668
10198,0.012207031
10199,0.008239746
10200,0.008087158
10201,0.008087158
10202,0.008087158
10203,0.010528564
10204,0.012817383
10205,0.012969971
10206,0.013122559
10207,0.013122559
10208,0.015563965
10209,0.015563965
10210,0.015411377
10211,0.015563965
10212,0.024108887
10213,0.048217773
10214,0.064086914
10215,0.049438477
10216,0.064239502
10217,0.024261475
10218,-0.011291504
10219,-0.018920898
10220,-0.011444092
10221,-0.015869141
10222,-0.026245117
10223,-0.028686523
10224,-0.023345947
10225,-0.018920898
10226,-0.016174316
10227,-0.013885498
10228,-0.011749268
10229,-0.012664795
10230,-0.075531006
10231,-0.083312988
10232,0.100708008
10233,0.726470947
10234,1.045837402
10235,0.328826904
10236,-0.266571045
10237,-0.451507568
10238,-0.346832275
10239,-0.182952881
10240,-0.110473633
10241,-0.078735352
10242,-0.060119629
10243,-0.045471191
10244,-0.033569336
10245,-0.026550293
10246,-0.016174316
10247,-0.006561279
10248,0.001068115
10249,0.010681152
10250,0.017852783
10251,0.027923584
10252,0.035095215
10253,0.046081543
10254,0.060577393
10255,0.078430176
10256,0.095672607
10257,0.117797852
10258,0.137481689
10259,0.158233643
10260,0.166778564
10261,0.169219971
10262,0.146026611
10263,0.088653564
10264,0.008087158
10265,-0.070800781
10266,-0.134429932
10267,-0.179138184
10268,-0.198669434
10269,-0.199584961
10270,-0.194702148
10271,-0.17791748
10272,-0.165252686
10273,-0.147094727
10274,-0.127258301
10275,-0.114135742
10276,-0.103149414
10277,-0.089416504
10278,-0.080108643
10279,-0.070037842
10280,-0.062408447
10281,-0.055389404
10282,-0.048217773
10283,-0.040893555
10284,-0.038299561
10285,-0.033416748
10286,-0.028533936
10287,-0.023651123
10288,-0.02243042
10289,-0.021209717
10290,-0.018768311
10291,-0.016174316
10292,-0.018768311
10293,-0.01373291
10294,-0.011444092
10295,-0.009002686
10296,-0.003967285
10297,0.000610352
10298,0.003509521
10299,0.003509521
10300,0.003204346
10301,0.005645752
10302,0.003356934
10303,0.003204346
10304,0.004425049
10305,0.008239746
10306,0.008239746
10307,0.010528564
10308,0.01083374
10309,0.012969971
10310,0.010681152
10311,0.01083374
10312,0.012207031
10313,0.013122559
10314,0.015563965
10315,0.015716553
10316,0.005645752
10317,0.005645752
10318,0.015716553
10319,0.015411377
10320,0.019683838
10321,0.026855469
10322,0.044403076
10323,0.047454834
10324,0.041046143
10325,0.052947998
10326,0.01083374
10327,-0.00793457
10328,-0.01373291
10329,-0.001678467
10330,-0.010070801
10331,-0.018615723
10332,-0.016326904
10333,-0.016021729
10334,-0.014038086
10335,-0.016326904
10336,-0.009002686
10337,-0.006408691
10338,-0.029602051
10339,-0.087280273
10340,-0.029602051
10341,0.273284912
10342,0.957794189
10343,0.742797852
10344,0.157775879
10345,-0.302886963
10346,-0.435638428
10347,-0.318908691
10348,-0.170135498
10349,-0.107727051
10350,-0.078430176
10351,-0.057830811
10352,-0.045776367
10353,-0.038452148
10354,-0.028381348
10355,-0.018768311
10356,-0.01159668
10357,-0.003967285
10358,0.009613037
10359,0.018005371
10360,0.022888184
10361,0.029907227
10362,0.041809082
10363,0.055847168
10364,0.070495605
10365,0.088348389
10366,0.102996826
10367,0.120391846
10368,0.131378174
10369,0.140075684
10370,0.133666992
10371,0.109100342
10372,0.056610107
10373,-0.015411377
10374,-0.078735352
10375,-0.122680664
10376,-0.148162842
10377,-0.160675049
10378,-0.15838623
10379,-0.150756836
10380,-0.140838623
10381,-0.126495361
10382,-0.113830566
10383,-0.102081299
10384,-0.090332031
10385,-0.082550049
10386,-0.070343018
10387,-0.065307617
10388,-0.062713623
10389,-0.055541992
10390,-0.050201416
10391,-0.047912598
10392,-0.043182373
10393,-0.038604736
10394,-0.035858154
10395,-0.028381348
10396,-0.020904541
10397,-0.018463135
10398,-0.018310547
10399,-0.018920898
10400,-0.016326904
10401,-0.016021729
10402,-0.011138916
10403,-0.006561279
10404,-0.006561279
10405,-0.006408691
10406,-0.003814697
10407,0.002288818
10408,0.003204346
10409,0.003204346
10410,0.00579834
10411,0.008087158
10412,0.00579834
10413,0.008239746
10414,0.000915527
10415,0.003356934
10416,0.00793457
10417,0.012969971
10418,0.020599365
10419,0.039672852
10420,0.049743652
10421,0.039825439
10422,0.061798096
10423,0.026397705
10424,-0.006256104
10425,-0.016326904
10426,-0.004119873
10427,-0.003967285
10428,-0.01373291
10429,-0.014648438
10430,-0.003967285
10431,-0.005493164
10432,-0.003967285
10433,0.001068115
10434,0.000915527
10435,-0.010681152
10436,-0.072021484
10437,-0.030670166
10438,0.184936523
10439,0.808105469
10440,0.843353271
10441,0.272827148
10442,-0.211334229
10443,-0.421142578
10444,-0.344543457
10445,-0.190734863
10446,-0.110015869
10447,-0.080108643
10448,-0.057830811
10449,-0.041656494
10450,-0.033416748
10451,-0.030975342
10452,-0.018615723
10453,-0.011444092
10454,-0.006408691
10455,0.005950928
10456,0.015716553
10457,0.018157959
10458,0.025787354
10459,0.037536621
10460,0.055847168
10461,0.074005127
10462,0.093383789
10463,0.108184814
10464,0.120544434
10465,0.132446289
10466,0.132446289
10467,0.120544434
10468,0.087127686
10469,0.029602051
10470,-0.042266846
10471,-0.101013184
10472,-0.138092041
10473,-0.16204834
10474,-0.167999268
10475,-0.162963867
10476,-0.155792236
10477,-0.143737793
10478,-0.124969482
10479,-0.106658936
10480,-0.094451904
10481,-0.082092285
10482,-0.077514648
10483,-0.070037842
10484,-0.065307617
10485,-0.052947998
10486,-0.050201416
10487,-0.043029785
10488,-0.038452148
10489,-0.033721924
10490,-0.033569336
10491,-0.026855469
10492,-0.021972656
10493,-0.022888184
10494,-0.021057129
10495,-0.016479492
10496,-0.01159668
10497,-0.011291504
10498,-0.006103516
10499,-0.009307861
10500,-0.006103516
10501,-0.004272461
10502,-0.004425049
10503,-0.001525879
10504,0.000915527
10505,0.003051758
10506,0.003356934
10507,0.008087158
10508,0.005645752
10509,0.011901855
10510,0.018310547
10511,0.036773682
10512,0.054321289
10513,0.041809082
10514,0.051879883
10515,0.026245117
10516,-0.003967285
10517,-0.016326904
10518,-0.004119873
10519,-0.003967285
10520,-0.01159668
10521,-0.013427734
10522,-0.018768311
10523,-0.016326904
10524,-0.00869751
10525,-0.00213623
10526,-0.003967285
10527,-0.003204346
10528,-0.054626465
10529,-0.051116943
10530,0.096588135
10531,0.60043335
10532,0.98236084
10533,0.409545898
10534,-0.133056641
10535,-0.408325195
10536,-0.365905762
10537,-0.214691162
10538,-0.119781494
10539,-0.083312988
10540,-0.057983398
10541,-0.048217773
10542,-0.036468506
10543,-0.021820068
10544,-0.016174316
10545,-0.011444092
10546,-0.002288818
10547,0.00579834
10548,0.014801025
10549,0.025177002
10550,0.030212402
10551,0.04119873
10552,0.057220459
10553,0.070495605
10554,0.090179443
10555,0.111846924
10556,0.130310059
10557,0.142211914
10558,0.149536133
10559,0.142974854
10560,0.116271973
10561,0.060882568
10562,-0.00793457
10563,-0.078277588
10564,-0.132904053
10565,-0.162811279
10566,-0.182342529
10567,-0.182495117
10568,-0.17288208
10569,-0.160369873
10570,-0.149078369
10571,-0.131225586
10572,-0.113983154
