Time(s),Amplitude(mV)
1.309,-0.004257836
1.31,-0.004366549
1.311,-0.003843947
1.312,-0.00184568
1.313,-0.001540504
1.314,-0.001540504
1.315,-0.001816429
1.316,-0.001693093
1.317,-0.001801803
1.318,-0.001555131
1.319,-0.001540505
1.32,-0.001649214
1.321,-0.001511252
1.322,-0.00166384
1.323,-0.001249957
1.324,-0.001693094
1.325,-0.001525879
1.326,-0.0018018
1.327,-0.0018018
1.328,-0.001540506
1.329,-0.001693094
1.33,-0.001801799
1.331,-0.001678467
1.332,-0.001954386
1.333,-0.001540507
1.334,-0.001816426
1.335,-0.001525879
1.336,-0.001910499
1.337,-0.00251455
1.338,-0.004134502
1.339,-0.00631462
1.34,-0.010114689
1.341,-0.012599984
1.342,-0.018333514
1.343,-0.024393142
1.344,-0.032720668
1.345,-0.042362968
1.346,-0.053437079
1.347,-0.067642386
1.348,-0.083860597
1.349,-0.100950445
1.35,-0.117887705
1.351,-0.134854226
1.352,-0.150984654
1.353,-0.164215911
1.354,-0.176916247
1.355,-0.183651021
1.356,-0.188686422
1.357,-0.189819336
1.358,-0.186788479
1.359,-0.180749758
1.36,-0.171245411
1.361,-0.158252438
1.362,-0.140050577
1.363,-0.116907373
1.364,-0.089353751
1.365,-0.059024279
1.366,-0.024786052
1.367,0.012503935
1.368,0.055040443
1.369,0.102125324
1.37,0.15212401
1.371,0.205711639
1.372,0.257133771
1.373,0.309703435
1.374,0.361386839
1.375,0.410229609
1.376,0.459043111
1.377,0.507718659
1.378,0.55480979
1.379,0.601073201
1.38,0.646485863
1.381,0.692385558
1.382,0.734514461
1.383,0.778154608
1.384,0.820987908
1.385,0.862767728
1.386,0.901604471
1.387,0.934496511
1.388,0.960428049
1.389,0.975074305
1.39,0.977179075
1.391,0.966692226
1.392,0.942370005
1.393,0.904220826
1.394,0.855842035
1.395,0.800001071
1.396,0.739459155
1.397,0.675888539
1.398,0.612687863
1.399,0.551224204
1.4,0.491497564
1.401,0.434517508
1.402,0.378611775
1.403,0.323644639
1.404,0.271641434
1.405,0.221483922
1.406,0.174058354
1.407,0.128261138
1.408,0.085383931
1.409,0.044927295
1.41,0.008444142
1.411,-0.027464133
1.412,-0.05864218
1.413,-0.086413183
1.414,-0.113362687
1.415,-0.136010448
1.416,-0.156827153
1.417,-0.17308086
1.418,-0.187409485
1.419,-0.198889043
1.42,-0.209191818
1.421,-0.213972145
1.422,-0.216718728
1.423,-0.218781753
1.424,-0.216994622
1.425,-0.215671429
1.426,-0.213244663
1.427,-0.210955844
1.428,-0.208485153
1.429,-0.205920442
1.43,-0.203769569
1.431,-0.202287616
1.432,-0.200042725
1.433,-0.198472918
1.434,-0.197143555
1.435,-0.1972815
1.436,-0.195297857
1.437,-0.195130626
1.438,-0.194992681
1.439,-0.193865992
1.44,-0.192536631
1.441,-0.192551274
1.442,-0.191424583
1.443,-0.189971924
1.444,-0.18995728
1.445,-0.189942635
1.446,-0.18779176
1.447,-0.187116688
1.448,-0.187407219
1.449,-0.18626588
1.45,-0.185227054
1.451,-0.185212409
1.452,-0.184115003
1.453,-0.182647705
1.454,-0.181673595
1.455,-0.180068357
1.456,-0.1790796
1.457,-0.178011484
1.458,-0.175708019
1.459,-0.173157963
1.46,-0.170825205
1.461,-0.168304443
1.462,-0.166872565
1.463,-0.165223392
1.464,-0.16328369
1.465,-0.162934573
1.466,-0.160812989
1.467,-0.160645754
1.468,-0.158509523
1.469,-0.156954348
1.47,-0.155625001
1.471,-0.153518066
1.472,-0.152071534
1.473,-0.150880127
1.474,-0.148758545
1.475,-0.148286132
1.476,-0.146317138
1.477,-0.145830077
1.478,-0.143723144
1.479,-0.143447266
1.48,-0.141281737
1.481,-0.139849848
1.482,-0.138717042
1.483,-0.137393791
1.484,-0.136108398
1.485,-0.135090321
1.486,-0.133558355
1.487,-0.132830801
1.488,-0.131087649
1.489,-0.130251456
1.49,-0.128813481
1.491,-0.12764281
1.492,-0.126633298
1.493,-0.125201402
1.494,-0.124039304
1.495,-0.121612549
1.496,-0.120485827
1.497,-0.119294427
1.498,-0.116882324
1.499,-0.115341793
1.5,-0.114273678
1.501,-0.112275383
1.502,-0.111403813
1.503,-0.109514147
1.504,-0.107958963
1.505,-0.106826176
1.506,-0.10565549
1.507,-0.104188223
1.508,-0.102219233
1.509,-0.102008031
1.51,-0.099915761
1.511,-0.098375228
1.512,-0.097277804
1.513,-0.094727772
1.514,-0.092207049
1.515,-0.090789795
1.516,-0.089707025
1.517,-0.087585449
1.518,-0.087265619
1.519,-0.085267321
1.52,-0.083544889
1.521,-0.082629361
1.522,-0.081256069
1.523,-0.080093987
1.524,-0.079941399
1.525,-0.078800005
1.526,-0.077637924
1.527,-0.077347404
1.528,-0.075349105
1.529,-0.074920654
1.53,-0.073946501
1.531,-0.072631836
1.532,-0.072587865
1.533,-0.070343018
1.534,-0.070175773
1.535,-0.068024885
1.536,-0.067458505
1.537,-0.067705051
1.538,-0.065612793
1.539,-0.065445547
1.54,-0.064304142
1.541,-0.062866211
1.542,-0.061710146
1.543,-0.060410146
1.544,-0.059283397
1.545,-0.058135986
1.546,-0.057678223
1.547,-0.055970438
1.548,-0.055404063
1.549,-0.055128206
1.55,-0.055280795
1.551,-0.055498014
1.552,-0.053514371
1.553,-0.052947998
1.554,-0.053085926
1.555,-0.052933338
1.556,-0.050949695
1.557,-0.050477271
1.558,-0.04832638
1.559,-0.047636743
1.56,-0.046234131
1.561,-0.045747045
1.562,-0.043472888
1.563,-0.043443565
1.564,-0.041002158
1.565,-0.040435791
1.566,-0.038328884
1.567,-0.038161635
1.568,-0.037325385
1.569,-0.036148668
1.57,-0.036010742
1.571,-0.035814167
1.572,-0.033707261
1.573,-0.033431411
1.574,-0.033278823
1.575,-0.031265855
1.576,-0.03108394
1.577,-0.029863237
1.578,-0.028396011
1.579,-0.028504608
1.58,-0.026383041
1.581,-0.024842498
1.582,-0.023789047
1.583,-0.022662275
1.584,-0.021224381
1.585,-0.021456235
1.586,-0.019058822
1.587,-0.018630387
1.588,-0.019029492
1.589,-0.017503612
1.59,-0.01660275
1.591,-0.016755337
1.592,-0.015751817
1.593,-0.013929495
1.594,-0.012773386
1.595,-0.01141476
1.596,-0.011109584
1.597,-0.009416451
1.598,-0.009263862
1.599,-0.007875905
1.6,-0.006575946
1.601,-0.006793121
1.602,-0.004257794
1.603,-0.004075872
1.604,-0.001845722
1.605,-0.001663799
1.606,-0.000384426
1.607,0.000610352
1.608,0.000944863
1.609,0.003051758
1.61,0.003233682
1.611,0.005340576
1.612,0.005950928
1.613,0.00753548
1.614,0.008101827
1.615,0.010223389
1.616,0.010419983
1.617,0.012679464
1.618,0.013013978
1.619,0.014096763
1.62,0.015258789
1.621,0.015701883
1.622,0.017823444
1.623,0.018034711
1.624,0.020308859
1.625,0.020490788
1.626,0.022612348
1.627,0.02320803
1.628,0.024901167
1.629,0.026180554
1.63,0.028636632
1.631,0.02995124
1.632,0.031978896
1.633,0.034790039
1.634,0.036084099
1.635,0.038648751
1.636,0.039810768
1.637,0.042084914
1.638,0.043088473
1.639,0.044585008
1.64,0.046815138
1.641,0.048109203
1.642,0.049467822
1.643,0.051618725
1.644,0.054016113
1.645,0.055433423
1.646,0.056821388
1.647,0.058790358
1.648,0.061369679
1.649,0.062649077
1.65,0.064116262
1.651,0.066129252
1.652,0.068664551
1.653,0.069943951
1.654,0.071455156
1.655,0.073837865
1.656,0.074841439
1.657,0.077297521
1.658,0.078597439
1.659,0.078444851
1.66,0.078764702
1.661,0.07862679
1.662,0.083409884
1.663,0.088545003
1.664,0.090390734
1.665,0.090804471
1.666,0.092207114
1.667,0.093521701
1.668,0.093536377
1.669,0.094358022
1.67,0.095564049
1.671,0.096101018
1.672,0.096966695
1.673,0.098419189
1.674,0.098266602
1.675,0.099516659
1.676,0.100831241
1.677,0.100722685
1.678,0.100998506
1.679,0.10069333
1.68,0.100998506
1.681,0.103302002
1.682,0.103026183
1.683,0.103302002
1.684,0.103272645
1.685,0.103287323
1.686,0.102298401
1.687,0.100860596
1.688,0.100599458
1.689,0.099566496
1.69,0.098419189
1.691,0.09700186
1.692,0.095795836
1.693,0.093659605
1.694,0.091937098
1.695,0.089554412
1.696,0.08737414
1.697,0.084750784
1.698,0.081285304
1.699,0.07774642
1.7,0.074817888
1.701,0.071504996
1.702,0.067951431
1.703,0.064210139
1.704,0.060612528
1.705,0.055759078
1.706,0.052736683
1.707,0.0485434
1.708,0.04352268
1.709,0.039904616
1.71,0.036351047
1.711,0.031881949
1.712,0.026738008
1.713,0.021869877
1.714,0.01697238
1.715,0.012089567
1.716,0.006778356
1.717,0.002382673
1.718,-0.000255372
1.719,-0.005246723
1.72,-0.009868412
1.721,-0.014628005
1.722,-0.019648723
1.723,-0.024959932
1.724,-0.029384981
1.725,-0.03466682
1.726,-0.037196335
1.727,-0.041744603
1.728,-0.044796362
1.729,-0.048930921
1.73,-0.051953309
1.731,-0.056407729
1.732,-0.06115264
1.733,-0.063717264
1.734,-0.068629449
1.735,-0.073374361
1.736,-0.076120944
1.737,-0.079847526
1.738,-0.081998443
1.739,-0.084483909
1.74,-0.087171746
1.741,-0.089431191
1.742,-0.090986444
1.743,-0.092039872
1.744,-0.09419079
1.745,-0.095731357
1.746,-0.097365762
1.747,-0.099334717
1.748,-0.099349405
1.749,-0.099472617
1.75,-0.10062886
1.751,-0.102081299
1.752,-0.101652912
1.753,-0.101776123
1.754,-0.102233887
1.755,-0.102051921
1.756,-0.100024211
1.757,-0.099487305
1.758,-0.099349406
1.759,-0.099487305
1.76,-0.099595824
1.761,-0.099501994
1.762,-0.099211509
1.763,-0.098483638
1.764,-0.097045898
1.765,-0.096784793
1.766,-0.097183796
1.767,-0.097183796
1.768,-0.097045898
1.769,-0.097031208
1.77,-0.094786462
1.771,-0.094466595
1.772,-0.094633875
1.773,-0.094604492
1.774,-0.092394804
1.775,-0.092163086
1.776,-0.091144716
1.777,-0.08972168
1.778,-0.089539708
1.779,-0.087541372
1.78,-0.087098301
1.781,-0.085237861
1.782,-0.084917992
1.783,-0.082673251
1.784,-0.082397461
1.785,-0.081393775
1.786,-0.079956055
1.787,-0.07981816
1.788,-0.077514648
1.789,-0.077637849
1.79,-0.07611197
1.791,-0.075058548
1.792,-0.075043854
1.793,-0.072922317
1.794,-0.072464554
1.795,-0.070313628
1.796,-0.069048841
1.797,-0.06761113
1.798,-0.068118617
1.799,-0.065322312
1.8,-0.065307617
1.801,-0.064303917
1.802,-0.063004103
1.803,-0.06283682
1.804,-0.060562697
1.805,-0.060410109
1.806,-0.060410109
1.807,-0.058288574
1.808,-0.057998095
1.809,-0.058106593
1.81,-0.058135986
1.811,-0.05769292
1.812,-0.057983398
1.813,-0.057707617
1.814,-0.057801416
1.815,-0.057954004
1.816,-0.055970361
1.817,-0.055512597
1.818,-0.054429783
1.819,-0.053100586
1.82,-0.052962696
1.821,-0.050811768
1.822,-0.049394381
1.823,-0.048188376
1.824,-0.046081543
1.825,-0.045638478
1.826,-0.044772646
1.827,-0.04334966
1.828,-0.043138275
1.829,-0.041046143
1.83,-0.040740967
1.831,-0.040603079
1.832,-0.040696867
1.833,-0.038821712
1.834,-0.038146973
1.835,-0.038299561
1.836,-0.038452148
1.837,-0.038590036
1.838,-0.038408046
1.839,-0.038176374
1.84,-0.03828486
1.841,-0.036773682
1.842,-0.035872856
1.843,-0.035996041
1.844,-0.03573497
1.845,-0.034992303
1.846,-0.033155678
1.847,-0.033446152
1.848,-0.032181343
1.849,-0.030822754
1.85,-0.030990044
1.851,-0.031113227
1.852,-0.030990045
1.853,-0.030778645
1.854,-0.028701226
1.855,-0.028366644
1.856,-0.028563342
1.857,-0.028548639
1.858,-0.028701227
1.859,-0.028396051
1.86,-0.028686523
1.861,-0.028533936
1.862,-0.02854864
1.863,-0.028410756
1.864,-0.028533936
1.865,-0.02854864
1.866,-0.028686523
1.867,-0.028671819
1.868,-0.028533936
1.869,-0.028475115
1.87,-0.026811353
1.871,-0.026092529
1.872,-0.025846176
1.873,-0.026092529
1.874,-0.026063117
1.875,-0.023941593
1.876,-0.024064768
1.877,-0.024217356
1.878,-0.023912179
1.879,-0.021500186
1.88,-0.021362305
1.881,-0.021362305
1.882,-0.021071836
1.883,-0.021180302
1.884,-0.019211367
1.885,-0.018891483
1.886,-0.018477842
1.887,-0.018906191
1.888,-0.019088194
1.889,-0.018891482
1.89,-0.016479492
1.891,-0.016203733
1.892,-0.016558538
1.893,-0.016174316
1.894,-0.016602663
1.895,-0.016464783
1.896,-0.016356322
1.897,-0.016326904
1.898,-0.016356323
1.899,-0.016326904
1.9,-0.016356324
1.901,-0.016450073
1.902,-0.016464782
1.903,-0.016203737
1.904,-0.016479492
1.905,-0.016218447
1.906,-0.016464782
1.907,-0.016312194
1.908,-0.016326904
1.909,-0.016755246
1.91,-0.016095284
1.911,-0.016341616
1.912,-0.01621845
1.913,-0.018507269
1.914,-0.018797734
1.915,-0.019044063
1.916,-0.019058774
1.917,-0.018477847
1.918,-0.018797735
1.919,-0.018891474
1.92,-0.018536697
1.921,-0.018783023
1.922,-0.018783023
1.923,-0.018935611
1.924,-0.017641343
1.925,-0.016312191
1.926,-0.016617367
1.927,-0.016464779
1.928,-0.016326904
1.929,-0.016312191
1.93,-0.016725812
1.931,-0.01618903
1.932,-0.016282762
1.933,-0.016356333
1.934,-0.016326904
1.935,-0.016450063
1.936,-0.016435348
1.937,-0.016218461
1.938,-0.016464777
1.939,-0.014052801
1.94,-0.013870783
1.941,-0.013856067
1.942,-0.01402337
1.943,-0.013595038
1.944,-0.013856066
1.945,-0.013870782
1.946,-0.014038086
1.947,-0.01397922
1.948,-0.011719835
1.949,-0.011581963
1.95,-0.011429375
1.951,-0.011429375
1.952,-0.010469696
1.953,-0.008850098
1.954,-0.009002686
1.955,-0.009839213
1.956,-0.011291504
1.957,-0.011444092
1.958,-0.011552526
1.959,-0.011335658
1.96,-0.011350377
1.961,-0.011414655
1.962,-0.011581961
1.963,-0.011581961
1.964,-0.011168354
1.965,-0.01159668
1.966,-0.011168354
1.967,-0.011320942
1.968,-0.011168355
1.969,-0.011690389
1.97,-0.011719828
1.971,-0.011734548
1.972,-0.011857696
1.973,-0.011734547
1.974,-0.011734547
1.975,-0.011734547
1.976,-0.009037509
1.977,-0.006684426
1.978,-0.006684426
1.979,-0.006452854
1.98,-0.006576
1.981,-0.006713867
1.982,-0.006699146
1.983,-0.006728589
1.984,-0.006300269
1.985,-0.006561279
1.986,-0.006699145
1.987,-0.006807567
1.988,-0.006561279
1.989,-0.006285548
1.99,-0.005281686
1.991,-0.00410515
1.992,-0.003967285
1.993,-0.004134596
1.994,-0.004395603
1.995,-0.004272461
1.996,-0.004119873
1.997,-0.004119873
1.998,-0.004090426
1.999,-0.004105149
2,-0.004119873
2.001,-0.004243013
2.002,-0.004149322
2.003,-0.004243012
2.004,-0.002840272
2.005,-0.001693191
2.006,-0.001388016
2.007,-0.00181633
2.008,-0.001634291
2.009,0.000349352
2.01,0.00050194
2.011,0.000639803
2.012,0.003081209
2.013,0.00308121
2.014,0.001939465
2.015,0.000777666
2.016,0.000777666
2.017,0.000733487
2.018,0.000915527
2.019,0.000748213
2.02,0.000915527
2.021,0.00080712
2.022,0.000886073
2.023,0.000610352
2.024,0.000886072
2.025,0.000762939
2.026,0.000364087
2.027,0.000930255
2.028,0.00303703
2.029,0.003095942
2.03,0.003204346
2.031,0.000856614
2.032,0.000762939
2.033,0.00088607
2.034,0.0020131
2.035,0.003327476
2.036,0.003480063
2.037,0.003037029
2.038,0.002928629
2.039,0.003233805
2.04,0.003051758
2.041,0.003095947
2.042,0.003603189
2.043,0.003342203
2.044,0.003066488
2.045,0.002790773
2.046,0.003356934
2.047,0.002943362
2.048,0.003066489
2.049,0.003037027
2.05,0.003189615
2.051,0.002913901
2.052,0.003189614
2.053,0.003204346
2.054,0.003219077
2.055,0.002928634
2.056,0.002913902
2.057,0.003189614
2.058,0.00323381
2.059,0.003342201
2.06,0.003356934
2.061,0.003219078
2.062,0.003342201
2.063,0.003219079
2.064,0.003189613
2.065,0.002928637
2.066,0.003066491
2.067,0.002928637
2.068,0.003110693
2.069,0.0033422
2.07,0.003081226
2.071,0.002958107
2.072,0.004223013
2.073,0.005827809
2.074,0.005507899
2.075,0.005754136
2.076,0.005645752
2.077,0.005645752
2.078,0.005645752
2.079,0.00579834
2.08,0.0055079
2.081,0.005783604
2.082,0.005522636
2.083,0.00579834
2.084,0.005783604
2.085,0.005370049
2.086,0.005645752
2.087,0.005507901
2.088,0.005768867
2.089,0.005631015
2.09,0.005660489
2.091,0.005645752
2.092,0.005768865
2.093,0.005616277
2.094,0.005675227
2.095,0.005768865
2.096,0.005645752
2.097,0.005891976
2.098,0.005783602
2.099,0.005754125
2.1,0.005645752
2.101,0.005645752
2.102,0.00579834
2.103,0.005493164
2.104,0.005783601
2.105,0.00567523
2.106,0.005507903
2.107,0.005384794
2.108,0.005950928
2.109,0.0057836
2.11,0.005384795
2.111,0.004503937
2.112,0.003160126
2.113,0.003219086
2.114,0.003204346
2.115,0.003356934
2.116,0.003081239
2.117,0.003204346
2.118,0.003066499
2.119,0.00349478
2.12,0.003342192
2.121,0.003066499
2.122,0.003081241
2.123,0.00332745
2.124,0.003189604
2.125,0.002958138
2.126,0.005064885
2.127,0.005522648
2.128,0.00579834
2.129,0.006743352
2.13,0.008362849
2.131,0.008101901
2.132,0.007964056
2.133,0.008195517
2.134,0.009243733
2.135,0.010528564
2.136,0.010543308
2.137,0.01151781
2.138,0.012969971
2.139,0.012817383
2.14,0.012955227
2.141,0.012846871
2.142,0.012846872
2.143,0.012969971
2.144,0.013107814
2.145,0.013107814
2.146,0.012802638
2.147,0.012512207
2.148,0.011232523
2.149,0.010651662
2.15,0.010818995
2.151,0.010361231
2.152,0.010681152
2.153,0.010361231
2.154,0.008377588
2.155,0.007964063
2.156,0.008057665
2.157,0.008101905
2.158,0.008072412
2.159,0.007919824
2.16,0.008239746
2.161,0.008239746
2.162,0.007949318
2.163,0.008362839
2.164,0.008087158
2.165,0.007949318
2.166,0.00807241
2.167,0.00807241
2.168,0.008087158
2.169,0.00807241
2.17,0.008210249
2.171,0.008101907
2.172,0.008087158
2.173,0.009366857
2.174,0.010543313
2.175,0.01095683
2.176,0.010636905
2.177,0.010513815
2.178,0.010528564
2.179,0.010361227
2.18,0.010942079
2.181,0.010405476
2.182,0.010528564
2.183,0.008530172
2.184,0.007978821
2.185,0.008239746
2.186,0.007978822
2.187,0.008072407
2.188,0.008087158
2.189,0.008210244
2.19,0.007964073
2.191,0.008072407
2.192,0.008116661
2.193,0.008087158
2.194,0.008210242
2.195,0.007949322
2.196,0.00793457
2.197,0.00810191
2.198,0.008101911
2.199,0.008072406
2.2,0.007964076
2.201,0.008101911
2.202,0.008116664
2.203,0.008377581
2.204,0.008116665
2.205,0.008101912
2.206,0.010115061
2.207,0.010543318
2.208,0.01039073
2.209,0.011626188
2.21,0.012984725
2.211,0.012694303
2.212,0.012118505
2.213,0.01042024
2.214,0.010804231
2.215,0.010681152
2.216,0.010375977
2.217,0.010499054
2.218,0.008362823
2.219,0.008180724
2.22,0.007964081
2.221,0.008254502
2.222,0.008239746
2.223,0.007949326
2.224,0.008087158
2.225,0.007235681
2.226,0.005630996
2.227,0.005783583
2.228,0.005783583
2.229,0.005645752
2.23,0.005630995
2.231,0.005660509
2.232,0.005630995
2.233,0.005586722
2.234,0.003647352
2.235,0.003051758
2.236,0.002913928
2.237,0.001801539
2.238,0.000900769
2.239,0.00062511
2.24,0.000748181
2.241,0.000777698
2.242,0.000639869
2.243,0.000900768
2.244,0.000915527
2.245,0.001009079
2.246,-0.001540638
2.247,-0.001250222
2.248,-0.001801536
2.249,-0.001373291
2.25,-0.00068914
2.251,0.000777699
2.252,0.000748179
2.253,0.000639872
2.254,0.000502045
2.255,0.000610352
2.256,0.000915527
2.257,0.000625112
2.258,0.000792461
2.259,0.000762939
2.26,0.000777701
2.261,0.000777701
2.262,0.000733416
2.263,0.000762939
2.264,0.001191179
2.265,0.000777701
2.266,0.000531574
2.267,-0.000255924
2.268,-0.001663704
2.269,-0.001895067
2.27,-0.001845817
2.271,-0.001816292
2.272,-0.001540642
2.273,-0.001968879
2.274,-0.001678467
2.275,-0.00164894
2.276,-0.001801528
2.277,-0.001678467
2.278,-0.001816291
2.279,-0.001525879
2.28,-0.000413471
2.281,0.000930292
2.282,0.000762939
2.283,0.000487293
2.284,0.000625116
2.285,0.000625116
2.286,0.00105335
2.287,0.000595586
2.288,0.000930293
2.289,0.000639882
2.29,0.000733408
2.291,0.000900762
2.292,0.000777705
2.293,0.000487296
2.294,0.000502062
2.295,0.000900761
2.296,0.000900761
2.297,0.001009049
2.298,0.000777706
2.299,0.001068115
2.3,0.000639886
2.301,0.00090076
2.302,0.000777707
2.303,0.000639886
2.304,0.000762939
2.305,0.00090076
2.306,0.000945063
2.307,0.002500478
2.308,0.003081294
2.309,0.003342165
2.31,0.003327397
2.311,0.003022221
2.312,0.004361073
2.313,0.005630983
2.314,0.005355345
2.315,0.005645752
2.316,0.005645752
2.317,0.004365971
2.318,0.003204346
2.319,0.003036988
2.32,0.001191163
2.321,0.000733399
2.322,-0.001388061
2.323,-0.002943481
2.324,-0.00425769
2.325,-0.003859009
2.326,-0.006177369
2.327,-0.006516967
2.328,-0.004533324
2.329,-0.00384424
2.33,-0.004075559
2.331,-0.001693238
2.332,-0.000551265
2.333,0.001904914
2.334,0.004316777
2.335,0.007688483
2.336,0.010238161
2.337,0.014234991
2.338,0.016705943
2.339,0.019117804
2.34,0.020323735
2.341,0.021160539
2.342,0.022902957
2.343,0.022888184
2.344,0.022888184
2.345,0.022888184
2.346,0.023178586
2.347,0.022888184
2.348,0.02275037
2.349,0.02275037
2.35,0.022597782
2.351,0.022873409
2.352,0.022597782
2.353,0.023011222
2.354,0.022735596
2.355,0.022829084
2.356,0.02058459
2.357,0.020048115
2.358,0.019319561
2.359,0.017990596
2.36,0.016587753
2.361,0.015273565
2.362,0.013275146
2.363,0.011719715
2.364,0.010499012
2.365,0.008515369
2.366,0.006822126
2.367,0.005921374
2.368,0.004351165
2.369,0.003356934
2.37,0.002121453
2.371,0.000625129
2.372,0.000610352
2.373,0.000885972
2.374,0.000580796
2.375,-0.001540657
2.376,-0.001540657
2.377,-0.001801499
2.378,-0.001265038
2.379,-0.003096093
2.38,-0.004272461
2.381,-0.004380713
2.382,-0.00390337
2.383,-0.006393912
2.384,-0.006300441
2.385,-0.006822117
2.386,-0.006684308
2.387,-0.006256104
2.388,-0.004257681
2.389,-0.004257681
2.39,-0.004272461
2.391,-0.003662109
2.392,-0.001693247
2.393,-0.001525879
2.394,0.000182149
2.395,0.000885966
2.396,0.002057547
2.397,0.003204346
2.398,0.003219127
2.399,0.003327371
2.4,0.003219127
2.401,0.00349474
2.402,0.003189564
2.403,0.003342152
2.404,0.003342152
2.405,0.002913952
2.406,0.003327369
2.407,0.003189563
2.408,0.003051758
2.409,0.003189563
2.41,0.003081323
2.411,0.003051758
2.412,0.003494738
2.413,0.002200119
2.414,0.000595568
2.415,0.000748156
2.416,0.000915527
2.417,0.000733372
2.418,0.000748155
2.419,0.000777724
2.42,0.000945096
2.421,0.003036973
2.422,0.003465168
2.423,0.003066543
2.424,0.003110897
2.425,0.005370146
2.426,0.005891787
2.427,0.004228105
2.428,0.003356934
2.429,0.003066543
2.43,0.003327362
2.431,0.003174774
2.432,0.003159988
2.433,0.00318956
2.434,0.003204346
2.435,0.003174773
2.436,0.005217561
2.437,0.005507951
2.438,0.005660539
2.439,0.005630965
2.44,0.005827914
2.441,0.008072371
2.442,0.008087158
2.443,0.008101946
2.444,0.008101946
2.445,0.008239746
2.446,0.008224958
2.447,0.006851667
